X,Y,OBJECTID,SHELTER_CODE,STATUS,OS_EASTING,OS_NORTHING,CREATED_ON,STOP_STOP_ID,COUNTDOWN_SIGN,ROAD_NAME,DIRECTION,LOCALITY,TOWN,FEATURE_LOCATION,SMS_CODE,ELECTRICITY_BOARD,POST_OWNER,SHELTER_OWNER,POSTCODE,LAST_CLEANED,UPDATED_ON
521282.000000109,180723.999999538,67776,0109/4500,A,521282,180724,,12069,,EAST ACTON LANE,E/B,,Acton,O/S 56 W OF PT OPP BROMYARD AVENUE,74798,Southern Electric,Transport for London,Transport for London,W3  7EQ,2024/02/05 23:47:18+00,20210817042120
535404.000000496,162569.999999257,67777,0108/6075,A,535404,162570,,5358,,ADDINGTON ROAD,W/B,,Croydon,"O/S 5 GREENLANDS, AT FOXEARTH ROAD, S OF KINGSWAY AVENUE",77854,UKPN London Hub,Transport for London,Transport for London,CR2 8EN,2024/01/31 04:21:05+00,20210817042114
545778.000000287,179481.999999173,67778,0111/1013,A,545778,179482,,13373,,NATHAN WAY,E/B,,THAMESMEAD,"O/S 137, W OF WEST ARM OF PURLAND ROAD",56286,UKPN London Hub,Transport for London,Transport for London,SE280AB,2024/01/25 20:56:57+00,20210817042847
509659.000000089,181568.999999518,67779,0117/F0048,A,509659,181569,,19900,,UXBRIDGE ROAD,,,,,,,,,,,20210817042515
539267.000000541,169264.999999208,67780,0106/1023,A,539267,169265,,1042,,SHORTLANDS ROAD,N/B,,SHORTLANDS,"SHORTLANDS ROAD, 28MTRS NORTH THE GLEN OPP BEECH TREE COURT",53762,UKPN London Hub,Transport for London,Transport for London,BR2 0JB,2024/02/14 02:47:06+00,20210817042855
534835.000000134,183964.999999489,67781,0112/0331,A,534835,183965,,9872,,MARE STREET,N/B,,HACKNEY,O/S 133/135. 59 M N OF WESTGATE STREET,52361,UKPN London Hub,Transport for London,Transport for London,E8 3RH,2024/02/19 01:20:43+00,20210817043114
535852.00000023,175153.999999515,67782,0128/1377,A,535852,175154,,8999,,IVYDALE ROAD,N/B,SOUTHWARK,Barset,"OPP 293, ADJ 246, SOUTH OF BELLWOOD ROAD",74748,UKPN London Hub,Transport for London,Transport for London,SE153DE,2024/01/01 23:58:43+00,20210817042715
514293.000000084,174010.999999536,67783,0127/0005,A,514293,174011,,4620,,NELSON ROAD,W/B,Whitton,,"O/S 91, W OF REDWAY DRIVE",76248,Southern Electric,Transport for London,Transport for London,TW2 7AZ,2023/12/27 01:19:53+00,20210817042644
524118.000000097,169202.99999953,67784,0124/F0043,A,524118,169203,,9336,,BUSHEY ROAD,,,,,,,,,,,20210817042522
547239.000000338,162750.999999328,67785,0106/1014,A,547239,162751,,9913,,UNNAMED ROAD,E/B,,GREEN STREET GREEN,E OF CHELSFIELD HILL,NONE,UKPN London Hub,Transport for London,Transport for London,BR6 7SL,2024/02/16 00:30:57+00,20210817043011
529925.000000048,159137.99999943,67786,0108/6599,A,529925,159138,,7655,,MARLPIT LANE,S/B,,Croydon,E OF RAILWAY BRIDGE. W OF ULLSWATER CRESCENT,51470,UKPN London Hub,Transport for London,Transport for London,CR5 2YD,2024/02/12 21:37:01+00,20210817042844
